,Partners,date,DairyEggHoney,Cereal,Fish,FruitNut,LiveAnimal,Meat,Vegetables,TotalBalance,Rate Per Million
3811,"Korea, Republic of",6/1/2020,-74856.0,-351183.0,-247165.0,-152255.0,-4527.0,-346042.0,-31829.0,-1163874,0.0
3815,Portugal,3/1/2021,-23100.0,-101589.0,-92493.0,-23391.0,13302.0,-77495.0,-23531.0,-284041,1760.0
3822,Serbia,3/1/2021,-1948.0,116794.0,-4530.0,40052.0,4214.0,-8114.0,-7519.0,183205,5896.0
3828,South Africa,3/1/2021,7090.0,-75077.0,22962.0,386516.0,-12276.0,-22277.0,18032.0,369226,351.0
3831,Spain,3/1/2021,-34278.0,-229523.0,-297653.0,745122.0,10783.0,887624.0,970974.0,2097305,2530.0
3834,Switzerland,3/1/2021,5963.0,-28448.0,-62812.0,-143234.0,-4837.0,-67614.0,-106894.0,-363620,1639.0
3838,Thailand,3/1/2021,-32911.0,29739.0,-182106.0,99822.0,46142.0,94423.0,32466.0,131831,19.0
3841,Turkey,3/1/2021,61090.0,-405748.0,74932.0,300157.0,-35711.0,41957.0,149745.0,230678,1380.0
3844,United Kingdom,3/1/2021,-219701.0,-155586.0,-189195.0,-558483.0,3935.0,-253763.0,-419329.0,-1747866,1973.0
3849,United States of America,7/1/2020,226299.0,1291591.0,-1252949.0,-129394.0,-144084.0,479806.0,-580806.0,-65524,0.0
3850,Russian Federation,7/1/2020,-208918.0,582349.0,276972.0,-448777.0,-7201.0,-21769.0,-30042.0,186627,0.0
3852,Argentina,4/1/2021,70195.0,1132471.0,117267.0,30663.0,408.0,241684.0,38270.0,1675245,2993.0
3854,Czech Republic,7/1/2020,15486.0,26204.0,-6823.0,-58557.0,20992.0,-87985.0,-36269.0,-82939,0.0
3855,Australia,4/1/2021,150008.0,875968.0,-9711.0,120525.0,98787.0,857788.0,80299.0,2217951,6.0
3858,Barbados,4/1/2021,-3042.0,-2883.0,-697.0,-1406.0,77.0,-1794.0,-1074.0,33468,580.0
3862,Bosnia and Herzegovina,4/1/2021,-3422.0,-6998.0,-687.0,-7026.0,-4238.0,-14289.0,-5396.0,2231,6568.0
3863,Brazil,4/1/2021,10174.0,-119597.0,-57637.0,65057.0,13325.0,1413059.0,-31041.0,1337627,4949.0
3865,"Bolivia, Plurinational State of",7/1/2020,-28.0,4711.0,-894.0,10210.0,-784.0,4832.0,621.0,62681,0.0
3869,Canada,4/1/2021,-30213.0,868939.0,483179.0,-413028.0,91445.0,455319.0,154150.0,1654078,1763.0
3870,Chile,4/1/2021,-28597.0,-69069.0,460083.0,517455.0,8245.0,-69831.0,-2260.0,860313,4785.0
3874,Costa Rica,4/1/2021,3854.0,-43103.0,-3774.0,200376.0,-1040.0,-1718.0,7514.0,206396,1229.0
3879,"Taipei, Chinese",7/1/2020,-59165.0,-82681.0,7522.0,-66364.0,273.0,-147143.0,-18498.0,-322043,0.0
3882,El Salvador,4/1/2021,-20835.0,-28894.0,-3274.0,-10772.0,427.0,-19556.0,-8855.0,-47472,310.0
3885,"Korea, Republic of",7/1/2020,-114290.0,-357482.0,-259052.0,-139341.0,-3950.0,-422401.0,-29731.0,-1282234,0.0
3889,France,4/1/2021,267800.0,553467.0,-331891.0,-466968.0,180840.0,-85272.0,-156785.0,5478,7606.0
3891,Georgia,4/1/2021,-6929.0,-10224.0,-1888.0,3182.0,2118.0,-6524.0,-2565.0,21457,1463.0
3892,Germany,4/1/2021,92986.0,-35211.0,-202325.0,-929431.0,-37079.0,45708.0,-720397.0,-1741462,2817.0
3893,Greece,4/1/2021,30572.0,-20271.0,34925.0,54462.0,-11653.0,-84976.0,9173.0,56519,3554.0
3899,Iceland,4/1/2021,-212.0,-1352.0,211978.0,-4815.0,869.0,365.0,-2737.0,248383,332.0
3904,Ireland,4/1/2021,233479.0,-31381.0,39773.0,-41324.0,33526.0,245504.0,-20936.0,502928,1566.0
3908,Japan,4/1/2021,-158139.0,-611880.0,-744494.0,-375970.0,-26602.0,-997991.0,-207727.0,-3078516,198.0
3919,Lithuania,4/1/2021,17712.0,41109.0,-3971.0,-15949.0,713.0,-7574.0,-8879.0,67448,3545.0
3922,Madagascar,4/1/2021,-3117.0,-11340.0,10655.0,-24.0,-6.0,-3.0,1241.0,41693,95.0
3925,Malaysia,4/1/2021,-40219.0,-189328.0,-55910.0,-55859.0,15460.0,-88317.0,-57041.0,-426927,556.0
3930,United States of America,8/1/2020,208954.0,1336059.0,-1183322.0,-401734.0,-106954.0,541402.0,-526021.0,-87572,0.0
3932,Russian Federation,8/1/2020,-209015.0,1018206.0,245903.0,-357836.0,-13417.0,-41965.0,1727.0,687647,0.0
3938,Czech Republic,8/1/2020,11937.0,42178.0,-5364.0,-59046.0,24445.0,-85840.0,-31384.0,-59030,0.0
3939,New Zealand,4/1/2021,904849.0,-6525.0,82604.0,411945.0,61840.0,517260.0,51551.0,2067811,11.0
3943,Norway,4/1/2021,-13577.0,-14103.0,932451.0,-73452.0,-1544.0,-18663.0,-52543.0,802856,2235.0
3945,Paraguay,4/1/2021,-1206.0,58692.0,-320.0,1326.0,-1046.0,145493.0,-2670.0,244556,3849.0
3949,"Bolivia, Plurinational State of",8/1/2020,-1241.0,6442.0,-644.0,8879.0,-650.0,4795.0,786.0,62411,0.0
3950,Portugal,4/1/2021,-16627.0,-62365.0,-106160.0,-22923.0,19353.0,-72135.0,-17730.0,-234300,616.0
3957,Serbia,4/1/2021,-2872.0,91413.0,-4349.0,34809.0,4614.0,-4530.0,-12382.0,150990,9969.0
3962,South Africa,4/1/2021,-2718.0,-33705.0,27630.0,318472.0,-7732.0,-22895.0,14814.0,338153,258.0
3963,"Taipei, Chinese",8/1/2020,-52990.0,-111195.0,-12021.0,-71477.0,411.0,-142263.0,-26160.0,-371651,0.0
3964,Spain,4/1/2021,-20441.0,-178233.0,-258767.0,704139.0,7336.0,843407.0,734710.0,1876438,1691.0
3966,"Korea, Republic of",8/1/2020,-85322.0,-251077.0,-246148.0,-84931.0,-6242.0,-401538.0,-32699.0,-1063913,0.0
3967,Switzerland,4/1/2021,-2252.0,-31185.0,-43442.0,-131309.0,-10360.0,-50721.0,-100668.0,-325650,2780.0
3968,Thailand,4/1/2021,-41576.0,98657.0,-186935.0,700546.0,37450.0,77193.0,94776.0,824398,20.0
3970,Turkey,4/1/2021,73733.0,-169550.0,83383.0,267315.0,-6009.0,66767.0,107212.0,467138,4790.0
3973,United Kingdom,4/1/2021,-177422.0,-130873.0,-65610.0,-599913.0,12480.0,-228484.0,-381510.0,-1527045,1029.0
3981,Argentina,5/1/2021,104741.0,1043788.0,125473.0,59029.0,624.0,309058.0,44242.0,1731272,6932.0
3985,Australia,5/1/2021,131245.0,977620.0,-168.0,69341.0,156473.0,961243.0,114378.0,2454449,12.0
3990,Barbados,5/1/2021,-2311.0,-365.0,-755.0,-1734.0,136.0,-2877.0,-1275.0,35136,313.0
3995,Bosnia and Herzegovina,5/1/2021,-3285.0,-6039.0,-332.0,-5905.0,-2880.0,-14138.0,-4528.0,7210,2901.0
3997,Brazil,5/1/2021,2563.0,-180505.0,-67988.0,55575.0,17112.0,1492388.0,-36087.0,1327375,3859.0
4002,United States of America,9/1/2020,180965.0,1283665.0,-1069450.0,-315777.0,-118383.0,595536.0,-584964.0,15667,0.0
4003,Canada,5/1/2021,-36455.0,841966.0,799406.0,-490146.0,64907.0,454995.0,224538.0,1903528,2983.0
4004,Chile,5/1/2021,-27126.0,-67956.0,434130.0,363028.0,-497.0,-55334.0,-3065.0,687497,4497.0
4006,Russian Federation,9/1/2020,-199339.0,1128938.0,230415.0,-301208.0,-18355.0,-39225.0,21102.0,866403,0.0
4009,Costa Rica,5/1/2021,3180.0,-47443.0,-744.0,208012.0,-1311.0,2264.0,7473.0,215748,4362.0
4011,Czech Republic,9/1/2020,13217.0,43459.0,-6952.0,-52490.0,32520.0,-82274.0,-29102.0,-37547,0.0
4017,El Salvador,5/1/2021,-18880.0,-45800.0,-106.0,-8770.0,453.0,-22102.0,-8255.0,-59143,275.0
4021,"Bolivia, Plurinational State of",9/1/2020,-38.0,6581.0,-668.0,13018.0,-1464.0,6746.0,2982.0,71232,0.0
4024,France,5/1/2021,229070.0,480478.0,-363839.0,-493933.0,155813.0,-142376.0,-146898.0,-237368,5659.0
4026,Georgia,5/1/2021,-6105.0,-8581.0,-2760.0,100.0,95.0,-8389.0,1169.0,19846,4251.0
4027,Germany,5/1/2021,171746.0,27715.0,-231378.0,-941706.0,-43871.0,35222.0,-624026.0,-1561981,3213.0
4028,Greece,5/1/2021,17012.0,-5643.0,41143.0,55613.0,-6114.0,-102369.0,9420.0,53379,3180.0
4033,Iceland,5/1/2021,-11.0,-3392.0,216792.0,-6231.0,1734.0,-388.0,-3622.0,249199,542.0
4036,"Taipei, Chinese",9/1/2020,-44816.0,-122358.0,4987.0,-61186.0,159.0,-148824.0,-26705.0,-354668,0.0
4037,Ireland,5/1/2021,239549.0,-48546.0,42149.0,-39859.0,36068.0,246897.0,-16710.0,503865,1244.0
4040,Japan,5/1/2021,-133547.0,-580331.0,-641351.0,-373232.0,-15911.0,-810182.0,-188824.0,-2699061,540.0
4042,"Korea, Republic of",9/1/2020,-85683.0,-315908.0,-293785.0,-85736.0,-4371.0,-429521.0,-53112.0,-1224041,0.0
4048,Lithuania,5/1/2021,19746.0,67988.0,1538.0,-18963.0,5994.0,-4255.0,-3328.0,113037,5884.0
4050,Madagascar,5/1/2021,-1809.0,-19015.0,7047.0,69.0,-44.0,-74.0,1051.0,31542,200.0
4052,Malaysia,5/1/2021,-29603.0,-191940.0,-42195.0,-53367.0,12660.0,-110179.0,-59330.0,-429637,1182.0
4069,New Zealand,5/1/2021,1082008.0,-12853.0,78312.0,435921.0,10987.0,548417.0,27394.0,2214503,4.0
4075,Norway,5/1/2021,-16261.0,-14449.0,930198.0,-94987.0,-1369.0,-12471.0,-53306.0,781672,1119.0
4079,Paraguay,5/1/2021,546.0,55814.0,-272.0,1090.0,-515.0,151411.0,-2926.0,249465,4524.0
4083,Portugal,5/1/2021,-16394.0,-117616.0,-116114.0,-23159.0,16890.0,-80819.0,-1676.0,-294571,628.0
4085,United States of America,10/1/2020,240565.0,1162405.0,-1106523.0,-44650.0,-186076.0,818848.0,-635702.0,292972,0.0
4089,Russian Federation,10/1/2020,-210187.0,1050167.0,468012.0,-379201.0,-11487.0,-46417.0,2014.0,917006,0.0
4092,Serbia,5/1/2021,469.0,53354.0,-3698.0,39359.0,4668.0,-4404.0,-9500.0,124565,4458.0
4094,Czech Republic,10/1/2020,10112.0,52238.0,-3807.0,-53305.0,33374.0,-82361.0,-35575.0,-35219,0.0
4098,South Africa,5/1/2021,2237.0,51754.0,23272.0,378736.0,-13615.0,-16951.0,12209.0,481959,286.0
4099,Spain,5/1/2021,-17198.0,-250031.0,-243509.0,957630.0,-11293.0,836525.0,569654.0,1886095,2499.0
4101,Switzerland,5/1/2021,-3390.0,-26454.0,-51297.0,-146046.0,-13603.0,-57672.0,-77388.0,-331533,3164.0
4102,"Bolivia, Plurinational State of",10/1/2020,-1299.0,6239.0,-646.0,17115.0,-864.0,8908.0,2639.0,76197,0.0
4103,Thailand,5/1/2021,-48518.0,-85023.0,-171714.0,1008937.0,42375.0,80667.0,49418.0,920459,378.0
4105,Turkey,5/1/2021,64843.0,-42718.0,99641.0,278913.0,-12918.0,55291.0,89050.0,576419,7488.0
4108,United Kingdom,5/1/2021,-181615.0,-190322.0,-39813.0,-557028.0,25622.0,-238451.0,-337489.0,-1474779,484.0
4111,"Taipei, Chinese",10/1/2020,-50224.0,-95631.0,8549.0,-60102.0,-59.0,-130665.0,-26691.0,-310718,0.0
4112,"Korea, Republic of",10/1/2020,-81538.0,-322644.0,-245773.0,-69432.0,-6038.0,-399329.0,-44312.0,-1124961,0.0
4114,Argentina,6/1/2021,79960.0,1257404.0,153724.0,65022.0,-825.0,195627.0,41185.0,1836445,9771.0
4116,Australia,6/1/2021,143656.0,895044.0,13670.0,87295.0,139790.0,891544.0,145362.0,2360709,5.0
4119,Barbados,6/1/2021,-2951.0,-2366.0,-1127.0,-1665.0,91.0,-2724.0,-1201.0,32405,156.0
4123,Bosnia and Herzegovina,6/1/2021,-3107.0,-6529.0,-837.0,-8559.0,-2938.0,-15164.0,-2122.0,5092,435.0
4124,Brazil,6/1/2021,-807.0,-162200.0,-56904.0,40474.0,6856.0,1616243.0,-26756.0,1461254,4167.0
4131,Canada,6/1/2021,-28370.0,682402.0,777985.0,-500584.0,62282.0,468033.0,212589.0,1718685,1177.0
4133,Chile,6/1/2021,-28507.0,-67107.0,410811.0,357676.0,6374.0,-46812.0,-7731.0,669052,4866.0
4138,Costa Rica,6/1/2021,6744.0,-25421.0,-2222.0,196771.0,-1536.0,2353.0,6973.0,228010,5908.0
4149,El Salvador,6/1/2021,-21170.0,-46323.0,-184.0,-8090.0,513.0,-23508.0,-8814.0,-63228,341.0
4157,France,6/1/2021,219530.0,350715.0,-380899.0,-520660.0,182289.0,-159761.0,-124595.0,-389033,1893.0
4158,United States of America,11/1/2020,189543.0,1497566.0,-1067824.0,58648.0,-187850.0,914104.0,-659645.0,788678,0.0
4160,Georgia,6/1/2021,-5692.0,-3881.0,-3023.0,6328.0,4639.0,-7453.0,3402.0,38668,3205.0
4161,Germany,6/1/2021,37015.0,-92560.0,-207058.0,-1008978.0,-47285.0,32352.0,-513133.0,-1755299,918.0
4162,Greece,6/1/2021,23714.0,-26495.0,38377.0,101182.0,-5290.0,-109453.0,-634.0,65749,2208.0
4163,Russian Federation,11/1/2020,-217267.0,1057741.0,219014.0,-470452.0,-4060.0,-38962.0,-60433.0,529717,0.0
4166,Czech Republic,11/1/2020,5105.0,60729.0,-6205.0,-59263.0,24269.0,-83490.0,-39787.0,-54506,0.0
4169,Iceland,6/1/2021,60.0,-1153.0,216264.0,-5237.0,475.0,-1688.0,-2943.0,250126,79.0
4172,Ireland,6/1/2021,378270.0,-37112.0,25230.0,-45212.0,63010.0,338243.0,-24004.0,742773,1190.0
4175,Japan,6/1/2021,-145156.0,-660090.0,-661305.0,-409168.0,-16079.0,-855369.0,-194445.0,-2897264,442.0
4179,"Bolivia, Plurinational State of",11/1/2020,-550.0,1199.0,-418.0,16908.0,-996.0,8869.0,650.0,69798,0.0
4183,Lithuania,6/1/2021,22264.0,52842.0,-3574.0,-19279.0,4112.0,-7870.0,-4689.0,88154,2967.0
4185,Madagascar,6/1/2021,-1783.0,-37241.0,15677.0,21.0,-41.0,-7.0,1625.0,22599,37.0
4187,Malaysia,6/1/2021,-48348.0,-172798.0,-22850.0,-48402.0,14115.0,-120359.0,-59149.0,-413443,3052.0
4192,"Taipei, Chinese",11/1/2020,-53734.0,-83569.0,-24837.0,-58084.0,-203.0,-131951.0,-20031.0,-328273,0.0
4196,"Korea, Republic of",11/1/2020,-79459.0,-245818.0,-298818.0,-83930.0,-5195.0,-369726.0,-38828.0,-1077638,0.0
4200,New Zealand,6/1/2021,1160880.0,-39314.0,89285.0,419945.0,27842.0,555134.0,18844.0,2276964,4.0
4204,Norway,6/1/2021,-14966.0,-15428.0,991989.0,-80050.0,-2137.0,-12077.0,-41262.0,870417,1054.0
4206,Paraguay,6/1/2021,523.0,39531.0,-567.0,712.0,-729.0,175671.0,-2134.0,257355,5539.0
4211,Portugal,6/1/2021,-21727.0,-73668.0,-117913.0,-7242.0,13954.0,-88615.0,4302.0,-246561,666.0
4221,Serbia,6/1/2021,-2878.0,56965.0,-3773.0,44210.0,3971.0,-4956.0,-2296.0,135591,725.0
4229,South Africa,6/1/2021,2908.0,-1341.0,28132.0,514128.0,-6870.0,-31137.0,8330.0,558498,856.0
4231,Spain,6/1/2021,-20841.0,-249317.0,-296414.0,1012081.0,-6012.0,725403.0,412825.0,1622073,1346.0
4235,Switzerland,6/1/2021,2041.0,-46618.0,-57026.0,-149758.0,-8783.0,-59259.0,-44023.0,-319078,1388.0
4236,Thailand,6/1/2021,-43153.0,114721.0,-97576.0,622260.0,33834.0,78464.0,79172.0,832070,693.0
4237,United States of America,12/1/2020,198340.0,1797546.0,-1319353.0,-316879.0,-194135.0,959186.0,-702369.0,466502,0.0
4239,Turkey,6/1/2021,68200.0,-116320.0,114055.0,387685.0,-5737.0,80574.0,53279.0,626084,1376.0
4241,Russian Federation,12/1/2020,-225384.0,1262728.0,304348.0,-604352.0,-12887.0,-40361.0,-91007.0,637251,0.0
4243,United Kingdom,6/1/2021,-180462.0,-188848.0,-41561.0,-521080.0,13586.0,-293484.0,-344827.0,-1512328,588.0
4245,Czech Republic,12/1/2020,7909.0,48856.0,-8015.0,-66065.0,25214.0,-90369.0,-42955.0,-81259,0.0
4248,Argentina,7/1/2021,120052.0,1382303.0,175365.0,71688.0,-2357.0,235721.0,51322.0,2078472,5902.0
4250,"Bolivia, Plurinational State of",12/1/2020,522.0,1618.0,-785.0,10532.0,-1266.0,7827.0,480.0,63094,0.0
4251,Australia,7/1/2021,106454.0,744793.0,56556.0,153034.0,83440.0,967061.0,107682.0,2263398,15.0
4254,Barbados,7/1/2021,-2783.0,-326.0,-1055.0,-1662.0,120.0,-2559.0,-1062.0,35051,149.0
4258,Bosnia and Herzegovina,7/1/2021,-3632.0,-13381.0,-402.0,-1187.0,-3943.0,-14960.0,1388.0,8261,74.0
4259,Brazil,7/1/2021,-15436.0,206458.0,-42779.0,11095.0,7632.0,1849552.0,14425.0,2075325,4298.0
4264,"Taipei, Chinese",12/1/2020,-43477.0,-140922.0,-2528.0,-51629.0,-859.0,-117278.0,-16663.0,-329190,0.0
4265,Canada,7/1/2021,-32216.0,452446.0,485540.0,-382261.0,69043.0,431606.0,204137.0,1272673,237.0
4266,Chile,7/1/2021,-29853.0,-108813.0,411893.0,359774.0,5592.0,-92404.0,-7671.0,582896,3140.0
4269,"Korea, Republic of",12/1/2020,-75287.0,-293468.0,-327170.0,-88766.0,-4235.0,-347167.0,-62003.0,-1153930,0.0
4271,Costa Rica,7/1/2021,5145.0,-38209.0,-1337.0,175157.0,-32.0,3736.0,9066.0,197904,3992.0
4278,El Salvador,7/1/2021,-23192.0,-25313.0,-1033.0,-10435.0,168.0,-25615.0,-9924.0,-50966,348.0
4285,France,7/1/2021,231150.0,380666.0,-395420.0,-421385.0,157050.0,-161151.0,-108790.0,-273502,421.0
4288,Georgia,7/1/2021,-6255.0,-10984.0,-1756.0,19225.0,9922.0,-5590.0,-1765.0,47175,2547.0
4290,Germany,7/1/2021,229146.0,-75764.0,-208867.0,-934393.0,-16496.0,29902.0,-468746.0,-1400840,111.0
4291,Greece,7/1/2021,30532.0,-33964.0,45038.0,67857.0,-4415.0,-115659.0,-10312.0,23455,572.0
4300,Iceland,7/1/2021,-249.0,-2935.0,164793.0,-5690.0,402.0,-1098.0,-2843.0,196758,79.0
4304,Ireland,7/1/2021,323186.0,-22388.0,28386.0,-39463.0,14871.0,275270.0,-17778.0,606462,970.0
4308,Japan,7/1/2021,-134014.0,-615744.0,-669007.0,-363382.0,-7175.0,-903314.0,-191801.0,-2840059,165.0
4314,United States of America,1/1/2021,204354.0,2140111.0,-1409840.0,-883073.0,-175146.0,818055.0,-850382.0,-111724,0.0
4317,Russian Federation,1/1/2021,-190194.0,725426.0,48258.0,-372749.0,-3677.0,-23025.0,-88730.0,139506,0.0
4318,Lithuania,7/1/2021,22059.0,21270.0,-6536.0,-31532.0,6061.0,-2323.0,-5921.0,47456,235.0
4320,Madagascar,7/1/2021,-2259.0,-47516.0,4643.0,144.0,-41.0,-7.0,2436.0,1778,7.0
4322,Czech Republic,1/1/2021,15296.0,54104.0,-10005.0,-60056.0,22785.0,-70076.0,-46036.0,-49791,0.0
4323,Malaysia,7/1/2021,-53374.0,-214320.0,-17464.0,-16306.0,12058.0,-57209.0,-63007.0,-365244,2447.0
4333,"Bolivia, Plurinational State of",1/1/2021,465.0,742.0,-428.0,10295.0,-891.0,5792.0,465.0,60637,0.0
4335,New Zealand,7/1/2021,1011111.0,-21896.0,96542.0,312466.0,13888.0,503994.0,14082.0,1974565,5.0
4339,Norway,7/1/2021,-13173.0,-14752.0,1009728.0,-57938.0,-2952.0,-16028.0,-30850.0,918413,478.0
4341,Paraguay,7/1/2021,-757.0,49066.0,-578.0,586.0,-978.0,187947.0,-2593.0,277071,3290.0
4345,Portugal,7/1/2021,-26043.0,-79130.0,-102445.0,-19886.0,14490.0,-86448.0,-45.0,-255129,2004.0
4347,"Taipei, Chinese",1/1/2021,-67059.0,-112255.0,-5406.0,-86841.0,137.0,-141989.0,-16215.0,-385431,0.0
4352,"Korea, Republic of",1/1/2021,-97298.0,-420896.0,-346093.0,-100328.0,-3359.0,-552387.0,-49941.0,-1526105,0.0
4354,Serbia,7/1/2021,519.0,59529.0,-2518.0,68100.0,4298.0,-6600.0,11489.0,179195,175.0
4359,South Africa,7/1/2021,8083.0,-13135.0,14779.0,427807.0,-16915.0,-28945.0,3646.0,439698,3489.0
4360,Spain,7/1/2021,-38941.0,-194080.0,-226636.0,723727.0,16656.0,686809.0,310965.0,1322878,1456.0
4362,Switzerland,7/1/2021,-1482.0,-31401.0,-55278.0,-115141.0,-7177.0,-61259.0,-37299.0,-264659,198.0
4364,Thailand,7/1/2021,-44273.0,132355.0,-82345.0,697765.0,28253.0,69407.0,88898.0,934438,816.0
4368,Turkey,7/1/2021,55700.0,-122144.0,94953.0,240627.0,-4025.0,58484.0,46375.0,414348,903.0
4372,United Kingdom,7/1/2021,-191075.0,-191972.0,-65961.0,-511540.0,38337.0,-268647.0,-283758.0,-1430238,3347.0
4381,Argentina,8/1/2021,108208.0,1356679.0,240526.0,52086.0,-272.0,292978.0,62011.0,2156625,3935.0
4383,Australia,8/1/2021,76294.0,809647.0,38159.0,148564.0,112253.0,974914.0,137092.0,2341332,101.0
4385,United States of America,2/1/2021,281626.0,2356182.0,-1095248.0,-817758.0,-158795.0,927137.0,-774157.0,763215,0.0
4386,Barbados,8/1/2021,-2141.0,-1773.0,-1080.0,-2019.0,35.0,-2926.0,-1687.0,32818,518.0
4388,Russian Federation,2/1/2021,-210264.0,1177091.0,110881.0,-398489.0,-6373.0,-30820.0,-112314.0,573940,0.0
4391,Bosnia and Herzegovina,8/1/2021,-6503.0,-12286.0,-457.0,5415.0,-3058.0,-16431.0,2058.0,13147,113.0
4392,Czech Republic,2/1/2021,17275.0,58057.0,-10741.0,-60876.0,23654.0,-74961.0,-49107.0,-52471,0.0
4393,Brazil,8/1/2021,-14902.0,640110.0,-48839.0,18033.0,15553.0,1892420.0,6094.0,2552878,2625.0
4398,Canada,8/1/2021,-35796.0,656021.0,219295.0,-261829.0,115810.0,517367.0,212437.0,1467714,212.0
4399,Chile,8/1/2021,-33568.0,-130964.0,461671.0,357801.0,5288.0,-144877.0,-6578.0,553182,888.0
4403,Costa Rica,8/1/2021,6758.0,-32228.0,-951.0,176913.0,-1040.0,4171.0,9200.0,207232,3311.0
4404,"Bolivia, Plurinational State of",2/1/2021,729.0,-989.0,-633.0,10831.0,-903.0,7893.0,751.0,61907,0.0
4410,El Salvador,8/1/2021,-22422.0,-26375.0,-729.0,-11975.0,191.0,-17867.0,-8914.0,-43682,578.0
4415,France,8/1/2021,199308.0,590063.0,-402039.0,-367623.0,157707.0,-138528.0,-85564.0,-2267,4148.0
4416,"Taipei, Chinese",2/1/2021,-40538.0,-89508.0,12518.0,-36122.0,367.0,-81364.0,-9921.0,-200340,0.0
4417,Georgia,8/1/2021,-6996.0,-14118.0,-1758.0,15047.0,4336.0,-9857.0,-2730.0,28333,8721.0
4418,Germany,8/1/2021,140836.0,-31303.0,-231424.0,-861757.0,-6167.0,39199.0,-406697.0,-1312904,310.0
4419,Greece,8/1/2021,365.0,-4375.0,31233.0,35817.0,-6816.0,-111550.0,-16407.0,-27324,3625.0
4420,"Korea, Republic of",2/1/2021,-96469.0,-254568.0,-231978.0,-106350.0,-1797.0,-376891.0,-41972.0,-1065797,0.0
4423,Iceland,8/1/2021,150.0,-1274.0,150138.0,-5733.0,296.0,-1560.0,-2714.0,183712,3882.0
4425,Ireland,8/1/2021,285802.0,-33782.0,24750.0,-35029.0,13645.0,263086.0,-12804.0,550077,3525.0
4428,Japan,8/1/2021,-149155.0,-683816.0,-702120.0,-299009.0,-434.0,-958135.0,-175904.0,-2924164,758.0
4439,Lithuania,8/1/2021,31147.0,125983.0,-2420.0,-27380.0,2259.0,-2765.0,1107.0,172340,1216.0
4442,Madagascar,8/1/2021,-2015.0,-14292.0,10352.0,25.0,-68.0,-13.0,8916.0,47314,5.0
4445,Malaysia,8/1/2021,-67514.0,-184815.0,-18179.0,-10207.0,13838.0,-44016.0,-59182.0,-325666,6525.0
4458,New Zealand,8/1/2021,433509.0,-6485.0,88216.0,291452.0,36853.0,358998.0,11561.0,1258513,12.0
4461,United States of America,3/1/2021,312629.0,3256413.0,-1271177.0,-1029266.0,-186350.0,1016309.0,-804891.0,1337923,0.0
4463,Norway,8/1/2021,-14540.0,-15657.0,1022739.0,-57897.0,-2569.0,-17101.0,-34437.0,924947,643.0
4464,Russian Federation,3/1/2021,-238497.0,594856.0,187247.0,-433092.0,-9432.0,-37942.0,-152358.0,-44962,0.0
4466,Paraguay,8/1/2021,-608.0,62771.0,-425.0,1337.0,-751.0,170861.0,-1582.0,276012,1067.0
4467,Czech Republic,3/1/2021,16353.0,70388.0,-9599.0,-76307.0,33452.0,-94757.0,-60028.0,-76242,0.0
4471,Portugal,8/1/2021,-28904.0,-86498.0,-85909.0,-9981.0,10500.0,-98424.0,2024.0,-252783,3959.0
4475,Serbia,8/1/2021,2544.0,53541.0,-4073.0,73735.0,2722.0,-7883.0,11500.0,176495,528.0
4477,"Bolivia, Plurinational State of",3/1/2021,1159.0,3318.0,-1627.0,12492.0,-1425.0,11327.0,882.0,70382,0.0
4481,South Africa,8/1/2021,3687.0,61538.0,12118.0,513794.0,-17487.0,-25686.0,1135.0,593508,2683.0
4482,Spain,8/1/2021,-30174.0,-422948.0,-299236.0,499280.0,20231.0,657531.0,262759.0,731852,7419.0
4484,Switzerland,8/1/2021,7275.0,-27205.0,-50112.0,-119902.0,-10969.0,-59858.0,-44325.0,-260687,1112.0
4485,Thailand,8/1/2021,-70280.0,208943.0,-115437.0,712803.0,14176.0,40574.0,71327.0,906515,3030.0
4486,"Taipei, Chinese",3/1/2021,-69418.0,-169666.0,-13326.0,-33484.0,-1093.0,-136439.0,-7644.0,-386814,0.0
4488,Turkey,8/1/2021,53952.0,-464780.0,86082.0,215989.0,-8768.0,80569.0,61986.0,69439,2656.0
4490,"Korea, Republic of",3/1/2021,-107186.0,-372465.0,-282717.0,-231259.0,-6600.0,-489823.0,-68781.0,-1514575,0.0
4491,United Kingdom,8/1/2021,-210593.0,-95371.0,-73168.0,-436237.0,28148.0,-263070.0,-245225.0,-1251107,6632.0
4504,United States of America,4/1/2021,316623.0,3316197.0,-1406027.0,-776556.0,-180319.0,964345.0,-709416.0,1569134,0.0
4505,Russian Federation,4/1/2021,-208833.0,277655.0,295432.0,-403071.0,-12370.0,-23486.0,-144622.0,-175008,0.0
4506,Czech Republic,4/1/2021,11655.0,54555.0,-7327.0,-64066.0,25955.0,-87010.0,-64072.0,-86023,0.0
4507,"Bolivia, Plurinational State of",4/1/2021,198.0,2321.0,-837.0,11783.0,-801.0,11221.0,504.0,68676,0.0
4508,"Taipei, Chinese",4/1/2021,-55555.0,-157851.0,8142.0,-32433.0,-79.0,-131186.0,-2243.0,-326918,0.0
4509,"Korea, Republic of",4/1/2021,-108521.0,-374521.0,-255573.0,-239225.0,-5022.0,-451035.0,-57616.0,-1447226,0.0
4520,United States of America,5/1/2021,318838.0,3261688.0,-1950661.0,-603333.0,-142738.0,1097867.0,-658229.0,1367749,0.0
